Tiempo_s,r_l,u
2130.32,9.45516014099121,55.7999992370605
2130.547,9.18720054626465,55.7999992370605
2130.774,9.44718551635742,55.7999992370605
2131.001,9.19039058685303,55.7999992370605
2131.227,9.18879508972168,55.7999992370605
2131.454,9.45675563812256,55.7999992370605
2131.681,9.19039058685303,55.7999992370605
2131.908,9.45197010040283,55.7999992370605
2132.135,9.18879508972168,55.7999992370605
2132.361,9.19039058685303,55.7999992370605
2132.588,9.45994567871094,55.7999992370605
2132.815,9.19039058685303,55.7999992370605
2133.042,9.45675563812256,55.7999992370605
2133.269,9.18879508972168,55.7999992370605
2133.495,9.18879508972168,55.7999992370605
2133.721,9.19039058685303,55.7999992370605
2133.948,9.40731048583984,55.7999992370605
2134.174,9.41528511047363,55.7999992370605
2134.402,9.18879508972168,55.7999992370605
2134.629,9.18879508972168,55.7999992370605
2134.855,9.18879508972168,55.7999992370605
2135.082,9.1856050491333,55.7999992370605
2135.309,9.18720054626465,55.7999992370605
2135.536,9.45835018157959,55.7999992370605
2135.764,9.18879508972168,55.7999992370605
2135.991,9.18720054626465,55.7999992370605
2136.218,9.45994567871094,55.7999992370605
2136.445,9.1856050491333,55.7999992370605
2136.672,9.42007064819336,55.7999992370605
2136.899,9.18879508972168,55.7999992370605
2137.126,9.45516014099121,55.7999992370605
2137.353,9.18720054626465,55.7999992370605
2137.58,9.45675563812256,55.7999992370605
2137.807,9.18879508972168,55.7999992370605
2138.034,9.45675563812256,8.69999980926514
2138.262,1.82468008995056,8.69999980926514
2138.489,1.82308506965637,8.69999980926514
2138.716,1.74971508979797,8.69999980926514
2138.942,1.81192004680634,8.69999980926514
2139.17,1.82468008995056,42
2139.397,7.06425523757935,42
2139.625,7.21578025817871,42
2139.852,6.95101022720337,42
2140.079,6.95420026779175,42
2140.306,7.2173752784729,42
2140.533,6.97014999389648,42
2140.76,7.21578025817871,42
2140.986,7.21897029876709,42
2141.213,6.94463014602661,42
2141.439,7.0562801361084,42
2141.666,7.2173752784729,42
2141.893,6.94941520690918,42
2142.121,7.21578025817871,42
2142.348,6.95260524749756,42
2142.575,6.94941520690918,42
2142.802,7.21578025817871,42
2143.028,7.2173752784729,42
2143.256,6.95101022720337,42
2143.483,6.95260524749756,42
2143.71,7.2030200958252,42
2143.937,6.96695995330811,42
2144.164,7.21578025817871,42
2144.39,7.21578025817871,42
2144.617,7.21418523788452,42
2144.845,7.21259021759033,42
2145.073,7.21418523788452,42
2145.3,6.94782018661499,42
2145.527,6.95260524749756,42
2145.755,7.21578025817871,42
2145.982,7.21418523788452,42
2146.208,7.2173752784729,42
2146.435,6.97174501419067,42
2146.662,7.21259021759033,42
2146.889,6.97493505477905,42
2147.116,6.95101022720337,42
2147.343,6.99726533889771,42
2147.57,7.21578025817871,42
2147.797,6.99886035919189,42
2148.024,7.21578025817871,42
2148.251,2.181960105896,10.8999996185303
2148.478,2.18036508560181,10.8999996185303
2148.705,2.17877006530762,10.8999996185303
2148.932,2.181960105896,10.8999996185303
2149.159,2.17877006530762,10.8999996185303
2149.386,2.18355512619019,10.8999996185303
2149.614,2.18355512619019,10.8999996185303
2149.841,2.181960105896,10.8999996185303
2150.068,2.181960105896,10.8999996185303
2150.296,2.18036508560181,10.8999996185303
2150.524,2.1261351108551,10.8999996185303
2150.75,2.181960105896,10.8999996185303
2150.977,2.17877006530762,10.8999996185303
2151.204,2.181960105896,10.8999996185303
2151.431,2.18355512619019,10.8999996185303
2151.657,2.18355512619019,10.8999996185303
2151.884,2.16919994354248,10.8999996185303
2152.111,14.6516704559326,89.5
2152.339,14.6516704559326,89.5
2152.566,14.699520111084,89.5
2152.793,10.0453100204468,61.0999984741211
2153.02,10.3148651123047,61.0999984741211
2153.247,10.0500955581665,61.0999984741211
2153.474,10.3148651123047,61.0999984741211
2153.7,10.2733955383301,61.0999984741211
2153.927,10.0500955581665,61.0999984741211
2154.153,10.0485000610352,61.0999984741211
2154.379,10.0516901016235,61.0999984741211
2154.605,10.0516901016235,61.0999984741211
2154.832,10.2718000411987,61.0999984741211
2155.058,10.316460609436,61.0999984741211
2155.286,10.0485000610352,61.0999984741211
2155.512,10.246280670166,61.0999984741211
2155.739,10.0500955581665,61.0999984741211
2155.965,10.0485000610352,61.0999984741211
2156.193,10.290940284729,61.0999984741211
2156.42,10.0453100204468,61.0999984741211
2156.647,10.0516901016235,61.0999984741211
2156.874,10.316460609436,61.0999984741211
2157.101,10.0516901016235,61.0999984741211
2157.329,10.3132705688477,61.0999984741211
2157.556,10.0485000610352,61.0999984741211
2157.782,10.3132705688477,32.0999984741211
2158.009,5.44533014297485,32.0999984741211
2158.236,5.61121034622192,32.0999984741211
2158.463,5.45490026473999,32.0999984741211
2158.689,5.53465032577515,32.0999984741211
2158.916,5.57611989974976,32.0999984741211
2159.143,5.42937994003296,32.0999984741211
2159.371,5.61439990997314,14.3999996185303
2159.597,2.74659013748169,14.3999996185303
2159.823,2.74659013748169,14.3999996185303
2160.05,2.74818515777588,14.3999996185303
2160.278,2.68119502067566,14.3999996185303
2160.505,2.74659013748169,14.3999996185303
2160.732,2.74659013748169,14.3999996185303
2160.959,2.74818515777588,14.3999996185303
2161.185,2.74659013748169,14.3999996185303
2161.412,2.74659013748169,14.3999996185303
2161.64,2.65886497497559,14.3999996185303
2161.867,2.74659013748169,14.3999996185303
2162.094,2.73542499542236,14.3999996185303
2162.321,2.74659013748169,14.3999996185303
2162.547,2.74659013748169,14.3999996185303
2162.775,2.74659013748169,14.3999996185303
2163.002,2.73542499542236,14.3999996185303
2163.228,2.74818515777588,14.3999996185303
2163.455,2.74659013748169,82
2163.682,13.5176248550415,82
2163.909,13.4330902099609,82
2164.137,13.4330902099609,82
2164.364,13.6133251190186,82
2164.591,13.4314956665039,82
2164.819,13.4825353622437,49.7999992370605
2165.046,8.46306991577148,49.7999992370605
2165.274,8.21744060516357,49.7999992370605
2165.5,8.48540019989014,49.7999992370605
2165.727,8.22063064575195,49.7999992370605
2165.954,8.48699474334717,49.7999992370605
2166.181,8.21903514862061,49.7999992370605
2166.409,8.48540019989014,49.7999992370605
2166.636,8.44712066650391,49.7999992370605
2166.863,8.22063064575195,49.7999992370605
2167.09,8.48540019989014,49.7999992370605
2167.316,8.48540019989014,49.7999992370605
2167.543,8.22222518920898,49.7999992370605
2167.769,8.23338985443115,49.7999992370605
2167.996,8.46785545349121,49.7999992370605
2168.223,8.22222518920898,49.7999992370605
2168.449,8.21903514862061,49.7999992370605
2168.676,8.48699474334717,49.7999992370605
2168.904,8.22222518920898,49.7999992370605
2169.13,8.42957496643066,49.7999992370605
2169.357,8.22541522979736,49.7999992370605
2169.584,8.48380565643311,49.7999992370605
2169.811,8.22381973266602,49.7999992370605
2170.037,8.3657751083374,49.7999992370605
2170.264,8.45668983459473,49.7999992370605
2170.491,8.22541522979736,49.7999992370605
2170.718,8.48221015930176,49.7999992370605
2170.945,8.22381973266602,49.7999992370605
2171.173,8.47902011871338,49.7999992370605
2171.4,8.47902011871338,49.7999992370605
2171.627,8.22381973266602,49.7999992370605
2171.854,8.42160034179688,49.7999992370605
2172.08,8.48540019989014,49.7999992370605
2172.306,8.48380565643311,49.7999992370605
2172.533,7.5985803604126,46
2172.76,7.86494541168213,46
2172.987,7.60336494445801,46
2173.215,7.86016035079956,46
2173.442,7.86175537109375,46
2173.668,7.86175537109375,46
2173.895,3.44360518455505,18.7999992370605
2174.123,3.46115016937256,18.7999992370605
2174.35,3.46274518966675,18.7999992370605
2174.577,3.45955514907837,18.7999992370605
2174.803,3.46115016937256,18.7999992370605
2175.03,3.46115016937256,18.7999992370605
2175.257,3.46115016937256,18.7999992370605
2175.484,3.46115016937256,18.7999992370605
2175.711,3.45955514907837,18.7999992370605
2175.939,3.46115016937256,18.7999992370605
2176.166,3.46274518966675,18.7999992370605
2176.393,10.9528656005859,66.6999969482422
2176.621,11.1777601242065,66.6999969482422
2176.848,11.2112550735474,66.6999969482422
2177.075,10.954460144043,66.6999969482422
2177.302,15.1413354873657,92.1999969482422
2177.528,15.1461200714111,92.1999969482422
2177.755,15.0823202133179,92.1999969482422
2177.982,15.1445255279541,92.1999969482422
2178.208,15.0839157104492,92.1999969482422
2178.434,15.1477155685425,92.1999969482422
2178.661,11.5254707336426,70.1999969482422
2178.888,11.7423906326294,70.1999969482422
2179.114,11.7790756225586,70.1999969482422
2179.342,11.5254707336426,70.1999969482422
2179.569,11.5190906524658,70.1999969482422
2179.795,11.5238752365112,70.1999969482422
2180.021,11.5222806930542,70.1999969482422
2180.248,11.7902402877808,70.1999969482422
2180.475,11.5238752365112,70.1999969482422
2180.702,11.7679100036621,70.1999969482422
2180.929,11.5270652770996,70.1999969482422
2181.156,11.7615299224854,70.1999969482422
2181.383,11.5254707336426,70.1999969482422
2181.611,11.6833753585815,70.1999969482422
2181.838,11.7886457443237,70.1999969482422
2182.065,11.5238752365112,70.1999969482422
2182.292,11.7902402877808,70.1999969482422
2182.519,11.5254707336426,70.1999969482422
2182.746,11.7663154602051,70.1999969482422
2182.973,11.688159942627,70.1999969482422
2183.2,11.7695055007935,70.1999969482422
2183.426,11.7455806732178,70.1999969482422
2183.653,11.5286598205566,70.1999969482422
2183.88,11.783860206604,70.1999969482422
2184.107,11.5270652770996,70.1999969482422
2184.334,11.7439851760864,70.1999969482422
2184.561,11.5238752365112,70.1999969482422
2184.788,11.7184648513794,42.7999992370605
2185.015,7.08339500427246,42.7999992370605
2185.243,7.34657001495361,42.7999992370605
2185.47,7.3481650352478,42.7999992370605
2185.697,7.08818006515503,42.7999992370605
2185.924,7.08339500427246,42.7999992370605
2186.151,7.17750024795532,42.7999992370605
2186.378,7.3481650352478,42.7999992370605
2186.605,7.08977508544922,42.7999992370605
2186.832,7.3481650352478,69.9000015258789
2187.059,11.4824056625366,69.9000015258789
2187.285,11.4824056625366,69.9000015258789
2187.513,11.5908651351929,69.9000015258789
2187.74,11.6993255615234,69.9000015258789
2187.966,11.7455806732178,69.9000015258789
